NR_SEQ_EXAME;NM_EXAME;CD_EXAME_INTEGRACAO;RESPOSTA
19149;Epstein-Barr Virus, Hibridizaçao in situ (Matrix);EBVHB; Cod_exame = 19149 | Material= Diversos | Estab_liberado = Hospital Santa Luzia
19149;Epstein-Barr Virus, Hibridizaçao in situ (Matrix);EBVHB; Cod_exame = 19149 | Material= Bloco de Parafina | Estab_liberado = Hospital do Coracao
19149;Epstein-Barr Virus, Hibridizaçao in situ (Matrix);EBVHB; Cod_exame = 19149 | Material= Diversos | Estab_liberado = Hospital do Coracao
19149;Epstein-Barr Virus, Hibridizaçao in situ (Matrix);EBVHB; Cod_exame = 19149 | Material= Fragmento | Estab_liberado = Hospital do Coracao
19149;Epstein-Barr Virus, Hibridizaçao in situ (Matrix);EBVHB; Cod_exame = 19149 | Material= Bloco de Parafina | Estab_liberado = Hospital Santa Luzia
19827;Equinococos, Anticorpos Totais (Matrix);EQUIN; Cod_exame = 19827 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19827;Equinococos, Anticorpos Totais (Matrix);EQUIN; Cod_exame = 19827 | Material= Soro | Estab_liberado = Hospital do Coracao
18808;Eritrograma (Matrix);ERI; Cod_exame = 18808 | Material= Sangue Total | Estab_liberado = Hospital do Coracao
18808;Eritrograma (Matrix);ERI; Cod_exame = 18808 | Material= Sangue Total | Estab_liberado = Hospital Santa Luzia
18242;Eritropoietina (Matrix);EPO; Cod_exame = 18242 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18242;Eritropoietina (Matrix);EPO; Cod_exame = 18242 | Material= Soro | Estab_liberado = Hospital do Coracao
18809;Erros Inatos Do Metabolismo (Triagem Ampliada) (Matrix);TREIA; Cod_exame = 18809 | Material= Urina e Plasma (congelados) | Estab_liberado = Hospital do Coracao
18809;Erros Inatos Do Metabolismo (Triagem Ampliada) (Matrix);TREIA; Cod_exame = 18809 | Material= Urina e Plasma (congelados) | Estab_liberado = Hospital Santa Luzia
18810;Erros Inatos Metabolismo Triagem Minima Sangue (Matrix);TRMINS; Cod_exame = 18810 | Material= Urina e Plasma | Estab_liberado = Hospital do Coracao
18810;Erros Inatos Metabolismo Triagem Minima Sangue (Matrix);TRMINS; Cod_exame = 18810 | Material= Urina e Plasma | Estab_liberado = Hospital Santa Luzia
18811;Erros Inatos Metabolismo Triagem Minima Urina (Matrix);TRMIN; Cod_exame = 18811 | Material= Urina e Plasma (congelados) protegidos da luz | Estab_liberado = Hospital Santa Luzia
18811;Erros Inatos Metabolismo Triagem Minima Urina (Matrix);TRMIN; Cod_exame = 18811 | Material= Urina e Plasma (congelados) protegidos da luz | Estab_liberado = Hospital do Coracao
19359;Espermatozoides, Anticorpos IGG e IGA (Matrix);AAESPERM; Cod_exame = 19359 | Material= Soro | Estab_liberado = Hospital do Coracao
19359;Espermatozoides, Anticorpos IGG e IGA (Matrix);AAESPERM; Cod_exame = 19359 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18812;Estradiol - E2 (Matrix);DOL; Cod_exame = 18812 | Material= Soro | Estab_liberado = Hospital do Coracao
18812;Estradiol - E2 (Matrix);DOL; Cod_exame = 18812 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19320;Estradiol, Ultrasensivel, Cg-Ms/Ms (Matrix);E2MS; Cod_exame = 19320 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19320;Estradiol, Ultrasensivel, Cg-Ms/Ms (Matrix);E2MS; Cod_exame = 19320 | Material= Soro | Estab_liberado = Hospital do Coracao
18813;Estriol Livre (Matrix);EOLL; Cod_exame = 18813 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18813;Estriol Livre (Matrix);EOLL; Cod_exame = 18813 | Material= Soro | Estab_liberado = Hospital do Coracao
18814;Estriol Total - E3 (Matrix);EOL; Cod_exame = 18814 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18814;Estriol Total - E3 (Matrix);EOL; Cod_exame = 18814 | Material= Soro | Estab_liberado = Hospital do Coracao
18815;Estrona - E1 (Matrix);ENA; Cod_exame = 18815 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18815;Estrona - E1 (Matrix);ENA; Cod_exame = 18815 | Material= Soro | Estab_liberado = Hospital do Coracao
19497;Estudo Molecular das Sindromes de Prader-Willi E Angelman (Matrix);MPWAN; Cod_exame = 19497 | Material= SANGUE TOTAL EDTA | Estab_liberado = Hospital Santa Luzia
19497;Estudo Molecular das Sindromes de Prader-Willi E Angelman (Matrix);MPWAN; Cod_exame = 19497 | Material= SANGUE TOTAL EDTA | Estab_liberado = Hospital do Coracao
19552;Estudo Molecular das Sindromes de Prader-Willi e Angelman (Matrix);MPWAN; Cod_exame = 19552 | Material= SANGUE TOTAL EDTA | Estab_liberado = Hospital do Coracao
19552;Estudo Molecular das Sindromes de Prader-Willi e Angelman (Matrix);MPWAN; Cod_exame = 19552 | Material= SANGUE TOTAL EDTA | Estab_liberado = Hospital Santa Luzia
19892;Estudo Molecular do Gene GATA1;GGATA1; Cod_exame = 19892 | Material= Sangue Total | Estab_liberado = Hospital Santa Luzia
19892;Estudo Molecular do Gene GATA1;GGATA1; Cod_exame = 19892 | Material= Sangue Total | Estab_liberado = Hospital do Coracao
18816;Etanol - Alcool Etilico Sangue, Dosagem (Matrix);ETANS; Cod_exame = 18816 | Material= SORO CONGELADO | Estab_liberado = Hospital Santa Luzia
18816;Etanol - Alcool Etilico Sangue, Dosagem (Matrix);ETANS; Cod_exame = 18816 | Material= SORO CONGELADO | Estab_liberado = Hospital do Coracao
18817;Etanol - Alcool Etilico Urinario, Dosagem (Matrix);ETANU; Cod_exame = 18817 | Material= Urina | Estab_liberado = Hospital Santa Luzia
18817;Etanol - Alcool Etilico Urinario, Dosagem (Matrix);ETANU; Cod_exame = 18817 | Material= Urina | Estab_liberado = Hospital do Coracao
19577;Ethosuximida - Soro (Matrix);ETHOS; Cod_exame = 19577 | Material= Soro | Estab_liberado = Hospital do Coracao
19577;Ethosuximida - Soro (Matrix);ETHOS; Cod_exame = 19577 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18818;Etosuximida (Matrix);ETO; Cod_exame = 18818 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18818;Etosuximida (Matrix);ETO; Cod_exame = 18818 | Material= Soro | Estab_liberado = Hospital do Coracao
18819;Everolimus (Matrix);EVEROL; Cod_exame = 18819 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18819;Everolimus (Matrix);EVEROL; Cod_exame = 18819 | Material= Soro | Estab_liberado = Hospital do Coracao
19510;EWS, EWING/PNET, Hibridaçao In Situ por Fluorescencia (Matrix);EWS; Cod_exame = 19510 | Material= Diversos | Estab_liberado = Hospital Santa Luzia
19510;EWS, EWING/PNET, Hibridaçao In Situ por Fluorescencia (Matrix);EWS; Cod_exame = 19510 | Material= Diversos | Estab_liberado = Hospital do Coracao
19879;EXOMA - SEQUENCIAMENTO COMPLETO DO EXOMA (DNA NUCLEAR E MITOCONDRIAL);; Cod_exame = 19879 | Material= Sangue Total | Estab_liberado = Hospital Santa Luzia
19879;EXOMA - SEQUENCIAMENTO COMPLETO DO EXOMA (DNA NUCLEAR E MITOCONDRIAL);; Cod_exame = 19879 | Material= Sangue Total | Estab_liberado = Hospital do Coracao
19620;Expressao da Proteina WAS (Wasp) (Matrix);F508; Cod_exame = 19620 | Material= Sangue Total | Estab_liberado = Hospital Santa Luzia
19619;Expressao da Proteina WAS (Wasp) (Matrix);WASP; Cod_exame = 19619 | Material= Sangue Total | Estab_liberado = Hospital do Coracao
19619;Expressao da Proteina WAS (Wasp) (Matrix);WASP; Cod_exame = 19619 | Material= Sangue Total | Estab_liberado = Hospital Santa Luzia
19620;Expressao da Proteina WAS (Wasp) (Matrix);F508; Cod_exame = 19620 | Material= Sangue Total | Estab_liberado = Hospital do Coracao
19191;Fator Anti Nuclear - Liquidos Biologicos (Matrix);FANLQ; Cod_exame = 19191 | Material= Líquido Sinovial | Estab_liberado = Hospital Santa Luzia
19191;Fator Anti Nuclear - Liquidos Biologicos (Matrix);FANLQ; Cod_exame = 19191 | Material= Lavado Broncoalveolar | Estab_liberado = Hospital do Coracao
19191;Fator Anti Nuclear - Liquidos Biologicos (Matrix);FANLQ; Cod_exame = 19191 | Material= Líquido Pericardico | Estab_liberado = Hospital do Coracao
19191;Fator Anti Nuclear - Liquidos Biologicos (Matrix);FANLQ; Cod_exame = 19191 | Material= Aspirado Brônquico | Estab_liberado = Hospital do Coracao
19191;Fator Anti Nuclear - Liquidos Biologicos (Matrix);FANLQ; Cod_exame = 19191 | Material= Líquido Sinovial | Estab_liberado = Hospital do Coracao
19191;Fator Anti Nuclear - Liquidos Biologicos (Matrix);FANLQ; Cod_exame = 19191 | Material= Líquido Pleural | Estab_liberado = Hospital Santa Luzia
19191;Fator Anti Nuclear - Liquidos Biologicos (Matrix);FANLQ; Cod_exame = 19191 | Material= Aspirado Brônquico | Estab_liberado = Hospital Santa Luzia
19191;Fator Anti Nuclear - Liquidos Biologicos (Matrix);FANLQ; Cod_exame = 19191 | Material= Líquido Pleural | Estab_liberado = Hospital do Coracao
19191;Fator Anti Nuclear - Liquidos Biologicos (Matrix);FANLQ; Cod_exame = 19191 | Material= Lavado Broncoalveolar | Estab_liberado = Hospital Santa Luzia
19191;Fator Anti Nuclear - Liquidos Biologicos (Matrix);FANLQ; Cod_exame = 19191 | Material= Líquido Pericardico | Estab_liberado = Hospital Santa Luzia
18820;Fator Anti Nuclear - Liquor (Matrix);FANLI; Cod_exame = 18820 | Material= Líquor | Estab_liberado = Hospital Santa Luzia
18820;Fator Anti Nuclear - Liquor (Matrix);FANLI; Cod_exame = 18820 | Material= Líquor | Estab_liberado = Hospital do Coracao
18821;Fator Anti Nuclear - Sangue (Matrix);FAN; Cod_exame = 18821 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18821;Fator Anti Nuclear - Sangue (Matrix);FAN; Cod_exame = 18821 | Material= Soro | Estab_liberado = Hospital do Coracao
19150;Fator de crescimento do endotelio vascular (VEGF), plasma (Matrix);VEGF; Cod_exame = 19150 | Material= Plasma | Estab_liberado = Hospital do Coracao
19150;Fator de crescimento do endotelio vascular (VEGF), plasma (Matrix);VEGF; Cod_exame = 19150 | Material= Plasma | Estab_liberado = Hospital Santa Luzia
19553;Fator de Crescimento Vascular Endotelial (VEGF) (Matrix);VEGF; Cod_exame = 19553 | Material= SANGUE TOTAL EDTA | Estab_liberado = Hospital Santa Luzia
19553;Fator de Crescimento Vascular Endotelial (VEGF) (Matrix);VEGF; Cod_exame = 19553 | Material= SANGUE TOTAL EDTA | Estab_liberado = Hospital do Coracao
18822;Fator De Necrose Tumoral Alfa (Matrix);TNFA; Cod_exame = 18822 | Material= Soro | Estab_liberado = Hospital do Coracao
18822;Fator De Necrose Tumoral Alfa (Matrix);TNFA; Cod_exame = 18822 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18823;Fator II Da Coagulacao (Matrix);FAT2; Cod_exame = 18823 | Material= Plasma Congelado | Estab_liberado = Hospital Santa Luzia
18823;Fator II Da Coagulacao (Matrix);FAT2; Cod_exame = 18823 | Material= Plasma Congelado | Estab_liberado = Hospital do Coracao
19321;Fator II De Crescimento, Simile A Insulina (Matrix);IGFII; Cod_exame = 19321 | Material= Soro | Estab_liberado = Hospital do Coracao
19321;Fator II De Crescimento, Simile A Insulina (Matrix);IGFII; Cod_exame = 19321 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18283;Fator IX Da Coagulaçao (Matrix);FAT9; Cod_exame = 18283 | Material= PLASMA CITRATO CONGELADO | Estab_liberado = Hospital Santa Luzia
18283;Fator IX Da Coagulaçao (Matrix);FAT9; Cod_exame = 18283 | Material= PLASMA CITRATO CONGELADO | Estab_liberado = Hospital do Coracao
18824;Fator IX Do Inibidor (Matrix);FAT9I; Cod_exame = 18824 | Material= Plasma Congelado | Estab_liberado = Hospital Santa Luzia
18824;Fator IX Do Inibidor (Matrix);FAT9I; Cod_exame = 18824 | Material= Plasma Congelado | Estab_liberado = Hospital do Coracao
18825;Fator Rh - Du (Matrix);RH; Cod_exame = 18825 | Material= Sangue Total | Estab_liberado = Hospital do Coracao
18825;Fator Rh - Du (Matrix);RH; Cod_exame = 18825 | Material= Sangue Total | Estab_liberado = Hospital Santa Luzia
18826;Fator V Da Coagulacao (Matrix);FAT5A; Cod_exame = 18826 | Material= Plasma Congelado | Estab_liberado = Hospital Santa Luzia
18826;Fator V Da Coagulacao (Matrix);FAT5A; Cod_exame = 18826 | Material= Plasma Congelado | Estab_liberado = Hospital do Coracao
18243;Fator V (Mutacao R506Q, H1299R, Y1702C) (Matrix);LEI; Cod_exame = 18243 | Material= Sangue Total | Estab_liberado = Hospital Santa Luzia
18243;Fator V (Mutacao R506Q, H1299R, Y1702C) (Matrix);LEI; Cod_exame = 18243 | Material= Plasma Congelado | Estab_liberado = Hospital Santa Luzia
18243;Fator V (Mutacao R506Q, H1299R, Y1702C) (Matrix);LEI; Cod_exame = 18243 | Material= Plasma Congelado | Estab_liberado = Hospital do Coracao
18243;Fator V (Mutacao R506Q, H1299R, Y1702C) (Matrix);LEI; Cod_exame = 18243 | Material= Sangue Total | Estab_liberado = Hospital do Coracao
18827;Fator VII Da Coagulacao (Matrix);FAT7; Cod_exame = 18827 | Material= Plasma Congelado | Estab_liberado = Hospital Santa Luzia
18827;Fator VII Da Coagulacao (Matrix);FAT7; Cod_exame = 18827 | Material= Plasma Congelado | Estab_liberado = Hospital do Coracao
18828;Fator VIII Da Coagulacao (Matrix);FAT8; Cod_exame = 18828 | Material= Plasma Congelado | Estab_liberado = Hospital Santa Luzia
18828;Fator VIII Da Coagulacao (Matrix);FAT8; Cod_exame = 18828 | Material= Plasma Congelado | Estab_liberado = Hospital do Coracao
18829;Fator VIII Do Inibidor (Matrix);FAT8I; Cod_exame = 18829 | Material= Plasma Congelado | Estab_liberado = Hospital do Coracao
18829;Fator VIII Do Inibidor (Matrix);FAT8I; Cod_exame = 18829 | Material= Plasma Congelado | Estab_liberado = Hospital Santa Luzia
18830;Fator Von Willebrand (Matrix);FATVW; Cod_exame = 18830 | Material= Plasma Congelado | Estab_liberado = Hospital Santa Luzia
18830;Fator Von Willebrand (Matrix);FATVW; Cod_exame = 18830 | Material= Plasma Congelado | Estab_liberado = Hospital do Coracao
18948;Fator X Da Coagulacao (Matrix);FAT10; Cod_exame = 18948 | Material= Plasma Congelado | Estab_liberado = Hospital Santa Luzia
18948;Fator X Da Coagulacao (Matrix);FAT10; Cod_exame = 18948 | Material= Plasma Congelado | Estab_liberado = Hospital do Coracao
18949;Fator XI Da Coagulacao (Matrix);FAT11; Cod_exame = 18949 | Material= Plasma Congelado | Estab_liberado = Hospital do Coracao
18949;Fator XI Da Coagulacao (Matrix);FAT11; Cod_exame = 18949 | Material= Plasma Congelado | Estab_liberado = Hospital Santa Luzia
18950;Fator XII Da Coagulacao (Matrix);FAT12; Cod_exame = 18950 | Material= Plasma Congelado | Estab_liberado = Hospital do Coracao
18950;Fator XII Da Coagulacao (Matrix);FAT12; Cod_exame = 18950 | Material= Plasma Congelado | Estab_liberado = Hospital Santa Luzia
19085;Fator XIII da Coagulacao (Matrix);FAT13; Cod_exame = 19085 | Material= Sangue Total | Estab_liberado = Hospital do Coracao
19085;Fator XIII da Coagulacao (Matrix);FAT13; Cod_exame = 19085 | Material= Sangue Total | Estab_liberado = Hospital Santa Luzia
19899;Fator XIII, Qualitativo para deficiencia grave - plasma (Matrix);FAT13DEF; Cod_exame = 19899 | Material= Plasma | Estab_liberado = Hospital Santa Luzia
19899;Fator XIII, Qualitativo para deficiencia grave - plasma (Matrix);FAT13DEF; Cod_exame = 19899 | Material= Plasma | Estab_liberado = Hospital do Coracao
18831;Febre Amarela - Detecçao Por Pcr - Sangue (Matrix);FEAMA; Cod_exame = 18831 | Material= Plasma Congelado | Estab_liberado = Hospital Santa Luzia
18831;Febre Amarela - Detecçao Por Pcr - Sangue (Matrix);FEAMA; Cod_exame = 18831 | Material= Plasma Congelado | Estab_liberado = Hospital do Coracao
18832;Febre Amarela Anticorpos Igg E Igm (Matrix);AFAMG; Cod_exame = 18832 | Material= Soro | Estab_liberado = Hospital do Coracao
18832;Febre Amarela Anticorpos Igg E Igm (Matrix);AFAMG; Cod_exame = 18832 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19904;Febre Amarela, detecçao por PCR - Liquor (Matrix);FEAMAL; Cod_exame = 19904 | Material= Líquor | Estab_liberado = Hospital do Coracao
19904;Febre Amarela, detecçao por PCR - Liquor (Matrix);FEAMAL; Cod_exame = 19904 | Material= Líquor | Estab_liberado = Hospital Santa Luzia
19151;Fenciclidina (Phencyclidine ou PCP), pesquisa, urina (Matrix);FENCIUR; Cod_exame = 19151 | Material= Urina | Estab_liberado = Hospital do Coracao
19151;Fenciclidina (Phencyclidine ou PCP), pesquisa, urina (Matrix);FENCIUR; Cod_exame = 19151 | Material= Urina | Estab_liberado = Hospital Santa Luzia
19322;Fenciclidina Urina (Matrix);FENCIUR; Cod_exame = 19322 | Material= Urina | Estab_liberado = Hospital Santa Luzia
19322;Fenciclidina Urina (Matrix);FENCIUR; Cod_exame = 19322 | Material= Urina | Estab_liberado = Hospital do Coracao
18833;Fenilalanina - Pku - Neonatal (Matrix);PKU; Cod_exame = 18833 | Material= SANGUE CAPILAR | Estab_liberado = Hospital Santa Luzia
18833;Fenilalanina - Pku - Neonatal (Matrix);PKU; Cod_exame = 18833 | Material= SANGUE CAPILAR | Estab_liberado = Hospital do Coracao
18834;Fenilalanina - Urina (Matrix);FENU; Cod_exame = 18834 | Material= Urina | Estab_liberado = Hospital do Coracao
18834;Fenilalanina - Urina (Matrix);FENU; Cod_exame = 18834 | Material= Urina | Estab_liberado = Hospital Santa Luzia
18835;Fenitoina (Matrix);FNI; Cod_exame = 18835 | Material= Soro | Estab_liberado = Hospital do Coracao
18835;Fenitoina (Matrix);FNI; Cod_exame = 18835 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18836;Fenobarbital (Matrix);FBB; Cod_exame = 18836 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18836;Fenobarbital (Matrix);FBB; Cod_exame = 18836 | Material= Soro | Estab_liberado = Hospital do Coracao
18837;Fenol - Urina Final De Jornada (Matrix);FENOLU; Cod_exame = 18837 | Material= Urina | Estab_liberado = Hospital do Coracao
18837;Fenol - Urina Final De Jornada (Matrix);FENOLU; Cod_exame = 18837 | Material= Urina | Estab_liberado = Hospital Santa Luzia
19524;Fenotipagem Eritrocitaria, Estendida - Sangue (Matrix);FENOEST; Cod_exame = 19524 | Material= Sangue Total | Estab_liberado = Hospital Santa Luzia
19524;Fenotipagem Eritrocitaria, Estendida - Sangue (Matrix);FENOEST; Cod_exame = 19524 | Material= Sangue Total | Estab_liberado = Hospital do Coracao
19525;Fenotipagem Eritrocitaria, RH e Kell - Sangue (Matrix);FENORH; Cod_exame = 19525 | Material= Sangue Total | Estab_liberado = Hospital Santa Luzia
19525;Fenotipagem Eritrocitaria, RH e Kell - Sangue (Matrix);FENORH; Cod_exame = 19525 | Material= Sangue Total | Estab_liberado = Hospital do Coracao
19360;Fenotipagem, RHD Parcial (Matrix);FENORHD; Cod_exame = 19360 | Material= Sangue | Estab_liberado = Hospital do Coracao
19360;Fenotipagem, RHD Parcial (Matrix);FENORHD; Cod_exame = 19360 | Material= Sangue | Estab_liberado = Hospital Santa Luzia
18838;Ferritina (Matrix);FET; Cod_exame = 18838 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18838;Ferritina (Matrix);FET; Cod_exame = 18838 | Material= Soro | Estab_liberado = Hospital do Coracao
18839;Ferro - Medula Ossea (Matrix);FEMED; Cod_exame = 18839 | Material= LÂMINA  - ASPIRADO DE MEDULA ÓSSEA | Estab_liberado = Hospital do Coracao
18839;Ferro - Medula Ossea (Matrix);FEMED; Cod_exame = 18839 | Material= LÂMINA  - ASPIRADO DE MEDULA ÓSSEA | Estab_liberado = Hospital Santa Luzia
18840;Ferro Serico (Matrix);FER; Cod_exame = 18840 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19461;Ferro Serico (Matrix);FER1; Cod_exame = 19461 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19461;Ferro Serico (Matrix);FER1; Cod_exame = 19461 | Material= Soro | Estab_liberado = Hospital do Coracao
